"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Colombia","COL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.9998416310372","85.8773343009539","83.4819991124854","82.5777689589525","77.0879503653693","62.3410428739553","64.0379653259786","62.4980646140821","61.0946739886429","63.3339923743845","67.8921586309151","70.1095871523678","70.3960948977152","57.4608630160922","48.6481875848116","42.9894132012747","40.9429758324124","39.7776140409658","36.8840024517578","35.7272410703666","34.5241750628259","35.6322084408409","35.9613009153726","33.4159707994424","28.654305199833","27.2152782480106","26.1438669043183","25.5510587151196","23.8207594532571","23.3990612924966","22.6427030734102","25.5801274097033","24.9488076386337","24.9134420347488","","",
"Comoros","COM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16868159608604","4.38075430330883","9.07000497819591","7.13226790836055","","","","","","","10.54224217873","12.687246682041","8.97747531926147","12.0962746400627","7.40895274452956","6.03800044798068","6.41893469025722","6.99464423976475","","","","","",
"Costa Rica","CRI","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.45269349515938","4.12219690610385","4.87172445039336","4.75139301191842","5.27364800109182","5.20483280040371","5.22241837760737","5.67305227231407","5.92147933357451","6.34369738129583","6.3234257019066","6.41066095411089","6.33019318130238","7.24850496564873","6.66654365306355","7.86156142343543","8.12248146668412","8.42418151029137","11.5313873891892","11.6672085436857","11.5672606575735","10.282368146525","8.72653951862736","8.71474107995362","10.0060434824472","11.5607212354156","11.8759050112518","12.2731177810203","11.7995456872358","11.2610056078008","11.3222838436969","11.6205820666553","12.908902016219","17.7454798727379","","",
"Caribbean small states","CSS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","27.4","31.5","","","","","","","","","","",
"Cuba","CUB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2396846446692","7.39782037335748","8.27666968491059","7.79836860325543","6.67760748256935","6.7921847867063","7.41297065963431","5.50024676599715","5.28395235315237","5.42886606152906","5.91370923052175","5.72734441639899","5.87253607071815","6.07322282317137","5.10703924232108","5.0322165961706","4.56084730447061","5.00233759678583","4.47005149587839","4.72500681542416","5.49403130120381","5.96556919518143","5.31642685963406","5.4899907667934","5.0773983694805","4.58755196224978","4.37333981763351","4.46315139638841","","","","","","",
"Curacao","CUW","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90841514048262","26.7304542121027","29.0714379882565","27.3704659321146","17.1829254591476","11.8028917084686","16.9198131011414","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.69260356167545","7.32748355895877","3.49393801753957","6.67200427008273","6.379178361827","6.10817579329933","2.92885803825089","5.6269870297949","2.70844900667633","","10.0821696829158","4.86748278127966","","6.82834674344763","11.0249936606286","6.41196900881646","2.07331232376845","4.02519773783887","7.81990752959346","15.2037781388675","16.6363207852343","","","8.52442247037763","8.31110113778974","","","4.64860425657196","10.6156307580319","2.97057644035825","4.3677976836113","","","","","",
"Cyprus","CYP","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.634235660407395","0.125165218087876","0.246809828707809","0.605301594545991","0.828728954724169","1.04324239737103","1.13598863102578","0.668473029341509","0.765405424318898","1.07384452986281","0.84417883295442","0.726045427625199","0.203782197587219","","1.57190147518041","1.93021966382329","1.42258572975803","1.21187996608601","0.824911218930063","1.71268223164298","0.709335250902962","0.785002954663899","1.88776871744135","1.01360340232875","0.915293345276525","1.2300107871946","1.05083409956653","0.558091105183829","1.18041688389616","1.16579872951254","1.15185477415008","1.21459779542909","0.600884802872229","0.81785876397005","","",
"Czechia","CZE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.00536128981351","1.70674238396516","1.68024329145869","1.81905712335474","1.69500994430188","1.6778232155716","1.86581671388844","1.31939840124098","1.35749240097239","1.59041271893056","1.30585839749053","1.05056807279853","1.26157390952584","1.2188582915689","1.09844658935947","0.902026099357503","0.984323877723848","0.81939793117267","0.999301916232803","0.856232600342731","0.77016509724927","0.836150868791633","0.617169777139044","0.626106269301682","","0.862160849844266","0.729848861096918","0.44631485186264","0.81512474266184","0.767827757917044","","",
